year_rank,year,song,reviewer,review,ranking,source_title,source
2020_2,2020,"People, I’ve been sad",Puja Patel,"Plenty of languages have a word for the nostalgic longing that comes with grief: in Portuguese, “saudade” articulates it while romanticizing the pain of absence. Shades of meaning separate the similarly despaired Romanian “dor,” the Russian “toska,” the more heartened Japanese “natsukashii.” Ethiopian “tizita” is a musical genre born from this melancholic feeling, as are the American “blues.” But in the overwhelming chaos of 2020, and coincidentally from the land that gave us “ennui,” Christine and the Queens’ Héloïse Letissier captured the many heartaches of a world in pain via a word so universal you can’t help but laugh: “People, I’ve been sad.” In the song, she conjures the emotion with gravitas and synth-pop charm. Backed by sauntering keys and quivering strings, Letissier sings in her native French about teenage loneliness and angst. On the chorus, she pleads for presence and permanence. The lines are delivered with a confessional vulnerability, as ghostly vocals echo her own in support. You can practically feel a distance being bridged between her voice and the microphone, and between despondent fans across the globe.",2,The 100 Best Songs of 2020,Pitchfork
2020_1,2020,WAP,Clover Hope,"Cardi B and Megan Thee Stallion rapped such a rich tapestry of filth on “WAP” that it earned a face-breaking 93 million streams in its first week and immediately went No. 1. This wasn’t a mere lyrical double-team, but two women in their career prime overpowering pop with a raw anthem attuned to the very specific frequency of certain pandemic urges; the rare instant hit that exists as a trend and future monument. Of the many words that could describe their duet—dirty, vulgar, nasty, explicit—none come anywhere close to capturing the attitude of the acronym itself. Over the tremors of a Baltimore club classic, “Whores in This House,” Cardi and Megan forgo euphemisms entirely (“I wanna gag,” etc.) to present an airtight case in favor of women expressing full-bodied lust. Megan presumably stands before an appellate court to do so, admitting, “Your Honor, I’m a freak bitch,” while a Cardi verse somehow tributes the unsung uvula amid an imposing tour de force of lecherous metaphors. “WAP” is so decisively absent of shame that it’s now positioned alongside similar anthems by the likes of Khia, Lil’ Kim, and Trina. It’s as resonant as it is unreachable: consider that, in a year of fairly learnable TikTok challenges, the dance for “WAP” asks that you transition from a floor-hump to a windmill split. It’s a feat that the song exists at all, encapsulating a year in which women have been leading both the statistics and conscience of rap, and even forced conservative talking heads to contend with the extraordinary power of the word “pussy.”",1,The 100 Best Songs of 2020,Pitchfork
2021_100,2021,"I am not a woman, I’m a god",Katherine St. Asaph,"More than any other track on Halsey’s career-best LPIf I Can’t Have Love, I Want Power,“I am not a woman, I’m a god” embodies the bitter resignation of the album’s title: detachment as a mask for self-loathing. Taking the come-closer-go-away themes of previous songs like “Alone” and turning them post-apocalyptic, Halsey likens themself to a distant sort of god, an alt-pop Doctor Manhattan surveying their emotional wasteland of botched connections and might-have-been selves and finding nothing savable. Producers Trent Reznor and Atticus Ross deliver their late-career coldest: an implacable sequence line, a metronomic beat, and a synth riff that prickles like a crown of thorns. Halsey vocalizes like they’re trying to outrun the thing they’re singing about, until the final chorus: a desperate belt with an abrupt end, the sounds their last few remaining feelings make before they’re soldered over.",100,The 100 Best Songs of 2021,Pitchfork
2021_99,2021,Believer,Madison Bloom,"Smerz, the electronic project of Norwegian songwriters Henriette Motzfeldt and Catharina Stoltenberg, released its debut full-length,Believer, early this year. The album’s cold, creeping title track is among the duo’s finest work: The song teeters on jagged synths and rattling polyrhythms, while strings surge from behind at gale force. Stoltenberg’s voice is small and slightly processed, a mechanical purr that somehow feels both vulnerable and detached. Her clipped dispatches on love are pragmatic and icy, but beguiling enough to lure you through each disorienting curve.",99,The 100 Best Songs of 2021,Pitchfork
2021_98,2021,Bottle Episode,Paul A. Thompson,"“Bottle Episode” is repetition weaponized. The single by the Manchester-based Mandy, Indiana marches brusquely from pocket to pocket, its pacing urgent, its drums military. But it’s Valentine Caulfield’s lyrics that form the most compelling loops—the ones that upend the song’s tone. Each short verse ends with a single repeating line; some, when read straight, would be too grim to maintain the song’s relentless groove (“Sous le feu et sous les balles/Les hommes dansent quasiment,” roughly translated: “As the bullets hit them/The men dance, almost”). Yet Caulfield infuses them with a perverse playfulness, allowing you to imagine, against your better judgment, how that choreography might look.",98,The 100 Best Songs of 2021,Pitchfork
2021_97,2021,Last Day on Earth,Jamieson Cox,"Bea Kristi wrote “Last Day on Earth” soon after COVID-19 lockdowns began by imagining how she would’ve spent her last “normal” day. It sounds like a rom-com writing prompt, with music to match: irresistible guitar-pop jangle, a giddy wordless hook, soft backing vocals from the 1975’s Matty Healy. But the song’s sweet self-referentiality takes it someplace unexpected. Instead of looking for love or throwing a rager, Bea wanders around her house naked and alone, obsessing over a song that’s “so fucking sick” even as she’s too drunk to finish the lyrics. That’s where the hook comes in: When you have a golden riff and a perfect melody, there's nothing wrong with singingshoop-do-badooand calling it a day.",97,The 100 Best Songs of 2021,Pitchfork
2021_96,2021,Being Honest,Paul A. Thompson,"Bronx teenager Kay Flock has the voice of a much older man, suitable for projecting menace and hinting at relentless pain. It’s reminiscent of G Herbo, when the Chicago rapper was pioneering drill nearly a decade ago. Herbo solidified this connection by showing up on a remix of “Being Honest,” but it’s the original, solo version of the track that gives Kay Flock the most space to express his tormented worldview. The song’s verses are stark, filled with loneliness and missed calls and death, all atop a sample of the late XXXTentacion’s “changes” made to sound as if it were an unearthed pop relic from the ’60s. In a year when New York’s mutation of drill seemed to be stagnating, Kay Flock injected it with new life.",96,The 100 Best Songs of 2021,Pitchfork
2021_95,2021,Look,Arielle Gordon,"A girl walks home alone at night: There are horror films written about the sheer anxiety that scenario evokes. But on her effervescent single “Look,” Doss subverts the threat. Defiant in her confident solitude, she dares us to, well, look. “You see me, on my own,” she sings in a robotic register, before a rubbery, slightly sinister synth counters. “Look” is grimy and grotesque, with wobbly basslines and EDM-style drops. Like a rave in a funhouse mirror, its rhythms are as disorienting as they are danceable. Her lyrics share that shifting perspective, transferring power between the observer and the observed. “I can do it on my own,” she insists, over and over again. By the end, it’s impossible to tell if the dip in her voice is out of fear or excitement, but either way, we’re transfixed.",95,The 100 Best Songs of 2021,Pitchfork
2021_94,2021,Get Into It (Yuh),Alphonse Pierre,"The best Doja Cat singles work their way into your brain, and then, when you least expect it, involuntarily funnel back out through your vocal cords. On “Get Into It (Yuh),” it’s the way she bends her voice on the hook, going from a croaky whisper to a sweet-sounding chant. Then there’s the light, dreamy melody that’s perfect to whistle along to. The only problem is, when you sing it back to yourself, it won’t sound nearly as good.",94,The 100 Best Songs of 2021,Pitchfork
2021_93,2021,Time Travel,Brandon Callender,"Mavi’s 2019 recordLet the Sun Talkwas a spiritual journey of self-discovery and Black liberation that established the North Carolina artist as a leader of rap’s underground vanguard. Two years later, he sounds hungrier than ever, suffering no fools. On “Time Travel,” he narrates the battle between his ego and insecurities. “Often I be embarrassed over how brazen I be,” he raps over shimmering keys, “but it beats bein’ embarrassed over how lazy they be.” For nearly four minutes, he breathlessly runs through references both Biblical and mythological in between nods to Nickelodeon cartoons and his beloved hometown Charlotte Hornets, painting a self portrait that feels both superhuman and achingly relatable.",93,The 100 Best Songs of 2021,Pitchfork
2021_92,2021,Little Deer,Jenn Pelly,"Bay Area art-pop sorcerer Tia Cabral of SPELLLING reintroduced herself with “Little Deer,” the surging baroque opener of her fantastical third albumThe Turning Wheel. Evoking the audacious spirits of forebears like Minnie Riperton and Kate Bush, it is a fable-like tale of death and rebirth, of the never-quite-finished process of being a person. Joined by over a dozen musicians—brass, strings, woodwinds, conga, a choir—Cabral brings pop formalism and the questing spirit of ’70s soul orchestration into SPELLLING’s world, making a majestic entry into her sharpest album yet.",92,The 100 Best Songs of 2021,Pitchfork
2021_91,2021,We Don’t Have to Talk About It,Ryan Dombal,"Here’s an R&B ballad for the ghosted, by the ghosted. Snoh Aalegra, whose elegant vocals and tight ponytail have inspired enough comparisons to Sade to causea minor Twitter controversy, is trying to navigate the frustrations of a one-sided relationship. She wants to respect her partner’s silence even as she’s haunted by what’s been left unsaid. Atop roomy production that mirrors the empty space she’s wading through, Aalegra sounds both poised and vulnerable—straight-faced with a single tear running down. She can’t force him to talk about what’s wrong. But he can’t stop her from singing about it, either.",91,The 100 Best Songs of 2021,Pitchfork
2021_90,2021,All Futures,Ian Cohen,"“All Futures” introducedULTRAPOPas the Armed’s fourth album, and also as a one-band genre: a deliberate attempt to fashion post-hardcore’s most extremist tendencies into something thrillingly accessible. In alive-performance videothat has become the song’s definitive version, the band flexed the results of the absurdnutrition and exercise regimenthey’d followed for the previous year, a sort of conceptual stunt aimed at visually matching the maxed-out heroism of the music. Absolutely ripped, dwarfing their instruments, they pummel out massive hooks amid organized chaos. These facets are inseparable for the Armed, a band that has dedicated its confounding existence to highbrow myth-making on one hand, and on the other, shit that immediately sounds and looks fucking awesome.",90,The 100 Best Songs of 2021,Pitchfork
2021_89,2021,Boing Beat,Colin Joyce,"MC Boing, the pitched-up voice on Danny L Harle’s post-trance rave-up “Boing Beat,” is a blobby blue cartoon character that looks likea cross between Crazy Frog and a character from a Red Bull commercial. Such absurd imagery suits the song’s delirious swirl of internet-addled Eurodance refractions and pitched-up sugar-rush rapping, which is credited to the animated avatar. The euphoric, otherworldly track arrived in January, while clubs across the world were still shuttered and the long nights out that “never, never, never end” were still a distant dream. Though dancefloors have filled back up, the music’s yearning is still palpable—few songs better capture the feeling of desperately straining for an ecstatic experience that’s just out of reach.",89,The 100 Best Songs of 2021,Pitchfork
2021_88,2021,Many Times,Pete Tosiello,"If “Many Times” is a song about needing space, Dijon manages to use every available inch. It unfolds in the moments after a breakup, leaving the R&B-inflected singer-songwriter grasping at straws, his multi-tracked vocals growing progressively more agitated across two verses. A series of structural pivots—claustrophobic percussion giving way to a roomier chorus—mirror the narrative’s emotional trajectory, with a lively piano outro lending a glimmer of hope.",88,The 100 Best Songs of 2021,Pitchfork
2021_87,2021,better,Shawn Reynaldo,"Presented as a mixtape, Joy Orbison’s long-awaited debut full-length,Still Slipping Vol. 1, is meant to be consumed as a complete, luscious whole, but album highlight “better” beautifully encapsulates the UK producer’s timeless brand of post-dubstep street soul. Dreamily drifting along the edge of the dancefloor, the track rests atop a bed of plush deep house that recalls the pillow-soft sounds of Larry Heard; its silky, dimly lit groove centers the R&B-infused vocals of fellow Londoner Léa Sen, who delivers a heart-twisting tale of late-night longing.",87,The 100 Best Songs of 2021,Pitchfork
2021_86,2021,2 You,Anna Gaca,"The heartbreak Mariah the Scientist sings about in “2 You” is the kind that doesn’t fade for years. Against a dreamy mosaic of a cappella fragments, she reminisces about a lover who drifted away, about how the only thing she regrets more than letting this one go was not leaving sooner. “But look at what we made/Sure was beautiful,” she sings, voice soaring up from a well of emotions heavy as gravity, a heaping stack of harmonies to tell you how her heart went threadbare. After all this time, she still can’t quite explain it: “Whenever they play our song/Don’t know why I feel ashamed.”",86,The 100 Best Songs of 2021,Pitchfork
2021_85,2021,Twerkulator,Ivie Ani,"“Twerkulator” fuses regions, eras, and sounds, weaving samples from Afrika Bambaataa & Soulsonic Force’s foundational 1982 electro-rap record “Planet Rock” and Cajmere’s 1992 house touchstone “The Percolator” into a beat that throws back to the blunt minimalism of Miami bass music. Incorporating all that history made it tougher to put out—after a leaked version went viral on TikTok in 2020, sample clearance issues delayed its proper release for a year—but it also practically guaranteed its power. “Pop that pussy on some Luke shit,” Yung Miami instructs on the song, offering another nod to raunchy rap pioneer Uncle Luke. Even with this amalgam of references, the City Girls’ stamp still rings loud and clear.",85,The 100 Best Songs of 2021,Pitchfork
2021_84,2021,Michelle Pfeiffer,Hannah Jocelyn,"Hayden Anhedönia’s music as Ethel Cain depicts a woman scorned by love and by society, tostartlingly vulnerable,often disturbingeffect. On “Michelle Pfeiffer,” the first single from her breakout EPInbred,Anhedonia recasts Cain as Florence + The Ketamine: blurry, bleary-eyed, but colossal, the L.A.-inspired breakup anthem plays like an on-stage meltdown at the Hollywood Bowl. Anhedöniatold Pitchfork earlier this yearthat she wants to “write about what really happens,” and the melodramatic “Pfeiffer” co-exists onInbredwith tracks aboutintergenerational traumaandabuse. Those songs thrive on pent-up aggression and tension; “Pfeiffer” is all release, pure unhinged gothic beauty.",84,The 100 Best Songs of 2021,Pitchfork
2021_83,2021,Damaged,Bhanuj Kappal,"Leo Bhanji doesn’t write songs so much as assemble musical Frankenstein’s monsters—malformed skeletal prototypes whose guts and wiring he does not attempt to polish or hide. “Damaged” is willfully oblique in its collage of lo-fi pop, R&B, hip-hop, church music, and UK dance, with sounds that mutate in response to Bhanji’s stream-of-consciousness vocals. As the London artist's voice shifts between King Krule mumble and Auto-Tuned croon, the beat shifts with him—capturing both the anxiety and the acceptance of an intimate late-night epiphany.",83,The 100 Best Songs of 2021,Pitchfork
2021_82,2021,Rare to Wake,Lane Brown,"“I’m longing to grow,” sings L.A. folkie Shannon Lay on “Rare to Wake,” a ballad that traces the hinge between fear of personal transformation and excitement for it. Lay’s multi-tracked harmonies fall at soft angles over finger-picked acoustic guitar and meandering electric piano, until a dynamic swell announces a transition that never comes. The arrangement, like the song itself, seems to fidget with anticipation, finding beauty at an uncertain precipice.",82,The 100 Best Songs of 2021,Pitchfork
2021_81,2021,Gët Busy,Mano Sundaresan,"“This song already was turnt but here’s a bell,” Yeat raps about halfway through this track, before firing off a massive gonging sound that’s become the Portland artist’s trademark. Zoom out from that moment, though, and there’s a lot more to enjoy here: mini vocal freakouts full of garbled drug concoctions; Dr. Seuss references; twizzies, tizzies, and Lizzies. Cutting his teeth in the influential online rap collective Slayworld over the last few years, Yeat was always a little stranger than his peers, and consequently cast as a minor figure. But in 2021, his surrealist bent became his superpower.",81,The 100 Best Songs of 2021,Pitchfork
2021_80,2021,4Runner,Peyton Thomas,"Rostam’s twelve-string tribute to the open road would make anyone swoon, but this love song may hold special significance for queer people. “Don’t wanna be pretty like a girl,” he sings. “I think I’m pretty much your boy.” For anyone who’s ever felt like a foreigner in their own skin, being seen in the right way by the right person—handsome rather than beautiful, say—can feel like a homecoming. In “4Runner,” Rostam and his love make a new home for themselves on the highway, leaving the familiar behind and driving forward into a future that once seemed impossible.",80,The 100 Best Songs of 2021,Pitchfork
2021_79,2021,Quotations,Kelly Liu,"Water From Your Eyes’ ““Quotations”” manages to seem offhanded and rigorous at once, moving restlessly but with almost neurotic precision. As the Brooklyn art-pop duo stitches disconnected observations—legs stretching on grass, something in the air flying by—the music comes together as an alien collage, with errant elements meticulously arranged: bubbly synths, fractured percussive clicks, a disorienting vocal loop, a sprawling breakbeat. When the track ascends to its abrupt ending, it is as though a portal has opened up, and we’re suddenly sucked back to reality.",79,The 100 Best Songs of 2021,Pitchfork
2021_78,2021,the rot,Nadine Smith,"Dean Blunt’s music can often be sparse. He renders club rap bangers into acoustic ballads, compressing each recording to its emotional core.Black Metal 2offers some of the most accessible music of his career, and with “the rot” the artist approaches Britpop. Blunt’s intimate, monotone croon is familiar, but the sweeping strings and lightly twanging guitars are disarmingly luxurious. As the song closes, he cedes ground to Joanne Robertson, whose airy and overdubbed vocals melt into a gentle, orchestral whirlpool. Call it Dean Blunt’s “Bitter Sweet Symphony.”",78,The 100 Best Songs of 2021,Pitchfork
2021_77,2021,Shelter Song,Daniel Felsenthal,"Iceage’s album-opening “Shelter Song” is a wearily triumphant reintroduction to the band: no longer the fresh-faced punks of records past, they slouch ontoSeek Shelterlike hardened rockers, armed withScreamadelicabombast andExile on Main St.scuzz. The song builds over a jagged riff; soon, the Lisboa Gospel Collective bolsters vocalist Elias Bender Rønnenfelt’s gravelly tones. As he sings of getting kicked and knocked down, the band swells in commiseration, offering shelter where they once might have added to the melee.",77,The 100 Best Songs of 2021,Pitchfork
2021_76,2021,Parking Area,Shy Thompson,"True to his name, Foodman loves to eat. Some of his favorite places to grab a snack are themichi no eki(service stations) which dot Japan’s highways—often sprawling campuses with spas, cafés, and farmers markets. Foodman pays tribute to these roadside oases on his 2021 albumYasuragi Land, and on “Parking Area,” he sketches a scenic view that might entice a weary traveler to pull over. His palette is more spacious than usual; a breezy, digitally altered guitar drives the melody, leaving more room for his nimble beats to ping-pong around than his often jam-packed tunes typically do. “Parking Area” invites you to take a moment to enjoy life’s simplest pleasures. Treat yourself. You deserve it.",76,The 100 Best Songs of 2021,Pitchfork
2021_75,2021,Don’t You Worry About Me,Will Pritchard,"Besides standing in a wind tunnel and letting the air peel your lips back, there were few more effective ways of stretching your face into a huge, shit-eating grin this year than drinking in UK dance/rap trio Bad Boy Chiller Crew’s speedy fusion of organ house and balls-to-the-wall bass. The boys from Bradford have worked out what they do well (beers, bangers, bikes) and they’re sticking with it. “Don’t You Worry About Me” refines the formula: A whale-sized hook backed up with boisterous bars and a shot of humour to chase it down. Git up.",75,The 100 Best Songs of 2021,Pitchfork
2021_74,2021,Gemini and Leo,Gabriel Szatan,"Where Helado Negro’s 2019 breakthroughThis Is How You Smilewas an intimate self-portrait, on followupFar In, Roberto Carlos Lange adjusts his aperture to capture something bigger: the cosmos. The twinkling funk of lead single “Gemini and Leo,” which was appropriately released on the summer solstice, radiates pure warmth. With each sweep of the chorus Lange’s voice tilts skyward, yet the elegant bassline and assured beat remain earthbound, accompanying the song’s titular star-crossed dancers as they stay locked in a groove and glide through an hour undefined.",74,The 100 Best Songs of 2021,Pitchfork
2021_73,2021,Hold U,Abby Jones,"As comfortable as Indigo De Souza is with solitude, she knows the company you keep can help further your journey to acceptance. Over the sleek, funk-lite groove of “Hold U,” the Asheville musician proclaims her adoration for the community she’s built into her own personal safety net: “I want the best things for you,” she coos, like a wedding vow exchange you can’t help but shed a tear to. “Hold U” is a cathartic reminder that the people you surround yourself with are often the clearest reflection of your own psyche, and if you find the type of friends that she describes, loving yourself feels less like a task.",73,The 100 Best Songs of 2021,Pitchfork
2021_72,2021,Dope Game $tupid,Dean Van Nguyen,"Bruiser Wolf can sound like a stand-up comedian, an Adult Swim character, and the silkiest mack alive all at the same time. On “Dope Game $tupid,” over a beat as shaky as a Jenga tower, he races through daft sex brags before getting stuck on a single point: Dealing is dumb, but it’s damn hard to quit. “The dope game stupid, but the boy still do it,” he repeats on the hook. In Wolf’s hands, the struggle sounds almost hallucinogenic, with images of coke cooking in potholes and a potential snitch keeping as silent as an imaginary friend. He’s weird and darkly funny—but stupid? Like a fox.",72,The 100 Best Songs of 2021,Pitchfork
2021_71,2021,VBS,Brad Shoup,"Lucy Dacus strolls glumly in the chasm between preteen faith and life’s holy shitshow on “VBS” (short for Vacation Bible School). She offers a few of the expected observations—blubbering worshipers, the cool pastor—but soon homes in on one other student: a poem-scrawling, nutmeg-abusing metalhead from a troubled family. “You were gonna win me over from the start,” she smiles, but her younger self is trying to winhim. Pinning effortless internal rhyme to the solemn strum of campfire praise, Dacus sketches her one-time boyfriend—and her attempts at saving his soul—with incisive resignation. “All it did, in the end,” she sighs, “was make the dark feel darker than before”",71,The 100 Best Songs of 2021,Pitchfork
2021_70,2021,All I Need,Linnie Greene,"Canadian house phenom Jayda G’s “All I Need” is dance music that feels like an out-of-body experience, untethering you from your most mundane worries. The lyrics are just empty enough to serve as an incantation (“Putting up, putting up our walls/I’ve given you all my worlds”) or a vessel, a container for whatever you’re exorcising on the dance floor. The retro melody evokes simpler times and simpler pleasures: sweat and oblivion, body and blood.",70,The 100 Best Songs of 2021,Pitchfork
2021_69,2021,Wild Side,Michelle Kim,"Normani expresses her sensuality on “Wild Side” as if it’s simmering just beneath the surface, the promise of an explosion that never arrives. The song’s allure is in its restraint, the way her voice, breathy yet commanding, matches the push-and-pull of the skittering beat. When Cardi B arrives, claiming she can “suck a watermelon through a straw,” it’s a moment of raunch that brings balance to a curiously subtle R&B hit.",69,The 100 Best Songs of 2021,Pitchfork
2021_68,2021,Mystery,Ian Cohen,"When the return of live music started to feel a little less theoretical, two schools of thought emerged: Do we ease ourselves back in or wild the fuck out on sight? Turnstile considered all possibilities with “Mystery,” which obliges the hesitant with an introductory 20 seconds of welcoming synth bubbles and then reacquaints Turnstile’s audience with everything that’s made them synonymous with “You really gotta see it live to get it” hardcore: a rap-rock riff that moves to the exact rhythms of a sustainable headbang, a low-end punch capable of making peopleliterally lose their shit in the pit, and instantaneous quotables like “And it’s been so long!” delivered in Brendan Yates’ ocean-sized roar.",68,The 100 Best Songs of 2021,Pitchfork
2021_67,2021,Xiu,Zhenzhen Yu,"秀 (xìu) is used as an English loanword, pronounced nearly like “show”—it can mean “excellent,” “elegant,” or “to show off, give a show.” Balanced on pentatonic synths that beam like carnival lights, Yu Su’s “Xiu” feels very much like that titular exhibition. The Chinese-born, Vancouver-based musician’s gentle ambient vocalizations layer like interlocking puzzle pieces over pulsating waves of drum’n’bass. As an opener, the song contrasts with the rest of the placidly flowingYellow River Blue, but it stands proudly on its own as a lush, energetic jump start.",67,The 100 Best Songs of 2021,Pitchfork
2021_66,2021,Bussifame,Clover Hope,"The lead single from Dawn Richard’s fantastic electro festSecond Lineopens with a brief definition of the titular New Orleans dance style. In short, it’s all about the get-down. For the next four-and-a-half minutes, Richard lets the hi-hats and house rhythms swirl as she drops slick, stream-of-consciousness callouts like she just grabbed the mic at a club to amp partygoers leaving blood on the dancefloor. The record unravels into an elastic ball that invites you to move your feet and bust it, with one simple rule: close your eyes and be free.",66,The 100 Best Songs of 2021,Pitchfork
2021_65,2021,Stonefruit,Raphael Helfand,"NYC rappers Elucid and billy woods have been making uncompromising music together as Armand Hammer since 2013, but this year’s collab with veteran producer the Alchemist,Haram, finds them at a rarified new level. The simple production on album closer “Stonefruit” centers a siren synth that sits just behind the beat of a triumphant drumroll and two repeating arpeggios. ELUCID matches the production with a gruff verse about love and its pitfalls, and billy woods follows from the opposite angle, gliding through thorny rhyme schemes (regalia, bougainvillea, marginalia) before zeroing in on the image of a woman who conquers and cannibalizes his body. If Armand Hammer’s brutal realism usually beats the listener into submission, “Stonefruit” is a fantastical balm for our wounds.",65,The 100 Best Songs of 2021,Pitchfork
2021_64,2021,Fellowship,Vrinda Jagota,"On this jubilant ode to friendship, serpentwithfeet’s ethereal falsetto glistens like sunlight on a lake as he details the jokes and customs he shares with those closest to him: their “crafty looks when there’s nothing to wear” and “fascination with Prosecco.” He sings with generosity over warm percussion, making it feel like you’re immersed in an amber-hued movie montage. “Fellowship” is a high note onDEACON, which celebrates supportive relationships while embracing emotional growth. It suggests we worry less, and actively embrace love in every shape it takes.",64,The 100 Best Songs of 2021,Pitchfork
2021_63,2021,I Lie Here Buried With My Rings and My Dresses,Dylan Green,"Rapper-producer Backxwash finds clarity in rage. The title track from her latest album channels rap, metal, and industrial into a tornado of pent-up anger, world history, and potent soul-searching. “The artistry that I’m giving, ghosted up in the matrix,” the Zambian-Canadian artist bellows. “Almost like our ancients weren’t posted up in the slave ships.” Confronting sinister specters of the past, she offers an exorcism that’s both aggressive and beautiful.",63,The 100 Best Songs of 2021,Pitchfork
2021_62,2021,MONTERO (Call Me By Your Name),NM Mashurov,"Who among us could resist Lil Nas X riding a stripper pole into hell to give a lap dance to the devil? “Montero (Call Me By Your Name)” was his most explicitly queer track to date, and the video is undeniable proof that he is one of the most creative, unpredictable artists working today. The song itself is more familiar but still thoroughly joyful: an upbeat, desperately escalating desire-spiral towards a bad-news hookup, elevated to high drama by banjo, flamenco guitar, and lusty humming.",62,The 100 Best Songs of 2021,Pitchfork
2021_61,2021,23,Veracia Ankrah,"Musically, “23” sounds like the best part of the summer, with a harp, chirping birds, and sunny vocal harmonies. But lyrically, it’s a somber reflection on UK singer-songwriter Cleo Sol’s relationship with her mother, occasioned by the birth of her own daughter. It all adds up to one cathartic exhale, as Sol attempts to release her mother from the burden of failing to meet her goals while promising to do better herself. “The little stars and the locked up dreams,” she sings, “the missing pieces, they’re in me.”",61,The 100 Best Songs of 2021,Pitchfork
2021_60,2021,Sick Bitch,Cat Zhang,"LSDXOXO cuts straight to the point on “Sick Bitch,” an immaculately filthy statement of intent: “I’m a sick bitch/And I like freak sex/If you want to test the limits of my gag reflex,” the Berlin-based producer growls coolly. It’s techno for the sluts who’ll emerge from all-night dick appointments with their eyeliner still looking immaculate. Over a bed of dial-tone synths, thumping kicks, and laser zaps, LSDXOXO goads someone to “go berserk” and deliver on rough sex; the pièce de résistance is cut-up moans that simulate being edged, culminating in blissed-outaaaaahhhs. It’s not for the faint of heart, but “Sick Bitch” contains so much pleasure.",60,The 100 Best Songs of 2021,Pitchfork
2021_59,2021,Dogma,Grayson Haver Currin,"A dear friend’s death, a lonely artist residency, an intractable bout of writer’s block: Circuit des Yeux mastermind Haley Fohr was having a hell of a hard go of things. “Dogma,” the militantly lithe rock track on -io, an album of otherwise pillowy orchestral dimensions, serves as Fohr’s stubborn note-to-self: Keep moving and keep busy, and you might just keep it together. “Tell me how to feel right/Tell me how to see the light,” she commands over drums so mighty they stanch the synthesizer din creeping beneath her. Through this forward motion, she cultivates the strength to survive, at least until answers about what’s next come easier.",59,The 100 Best Songs of 2021,Pitchfork
2021_58,2021,Drama,Katherine St. Asaph,"“Drama” isn’t fights and fireworks. Against a skittering beat and guitar loop right out of one of Kandi and She’kspere’slate-’90sproductions, Erika de Casier insinuates vocal lines as nimble as Craig David and coy as Aaliyah. Her voice starts off processed and digitized, as if it’s coming from a clock radio, and she’s mic’d close to capture every purr. A fog of strings and chillout piano conjure up the pure moods, while de Casier murmurs decidedly impure propositions. Like much contemporary Y2K&B, “Drama” sounds dreamier and more delicate than the actual music of the past—fitting for this track about woozy late-night texts and the relationship rubble left behind.",58,The 100 Best Songs of 2021,Pitchfork
2021_57,2021,Sad Girlz Luv Money Remix,Cat Zhang,"Nothing is sexier than a woman getting paid. “SAD GIRLZ LUV MONEY,” a sleek standout from Amaraae’s 2020 debutThe Angel You Don’t Know, indulges in the pleasure of nabbing that “mula-la-la-la” and going dancing; the world-conquering remix featuring Colombian-American pop star Kali Uchis—which became a TikTok sensation and then hit the Billboard charts—only heightens the opulent sensuality. Uchis’ soft, lustrous vocals align seamlessly with Amaarae’s wispy falsetto and fellow Ghanaian-American singer Moliy’s airy purrs as they trade verses over the cool, rocking beat. “I really want to get naughty/I think you’re such a hottie,” Amaarae sings, ever so blunt and coquettish. It’s “fuck bitches, get money,” this time for the ladies.",57,The 100 Best Songs of 2021,Pitchfork
2021_56,2021,Beating Down Yo Block,Shaad D’Souza,"On her viral single “Beating Down Yo Block,” Houston rapper Monaleo is dauntless and defiant, a brat and a boss, a benevolent leader and, potentially, the last thing you see before you meet your maker: “I’m pretty but I’ll take a n***a life and that’s the tea, bitch,” she raps in her take-no-shit Texas drawl. Born out of horrific struggle—the 20-year-old recorded the track as a way to gas herself up after leaving an abusive ex—“Beating Down Yo Block” is a beatific clapback. Another famed Houstonite once insisted thatthe best revenge is your paper, but Monaleo has another idea that could be even more effective: make a song he’ll never be able to escape, no matter how hard he tries.",56,The 100 Best Songs of 2021,Pitchfork
2021_55,2021,Weights,Nina Corcoran,"On its surface, “Weights” is one of countless songs about clinging to a crush. In the hands of Bartees Strange, however, that familiar theme gets a redesign worthy of the pantheon. Armed with an explosive rhythm section and guitars aimed at the cheap seats, Bartees captures the most pivotal moment of post-relationship life—the decision to move on—through Bloc Party-style crescendos and throat-clearing howls. Think karaoke for the heartbroken desperately seeking confidence. Taken from the deluxe edition of his breakthrough 2020 albumLive Forever, “Weights” is a personal victory lap that basks in an adrenaline spike so strong that listeners can feel it, too.",55,The 100 Best Songs of 2021,Pitchfork
2021_54,2021,Best Friend,Clover Hope,"Just a few years ago, mainstream collabs between women in rap were as rare as a genuine Notes app apology. Now, there’s anembarrassmentofriches, and “Best Friend” is one of those coups: two of rap’s most dominant merging to hype each other up, as good confidants do. (Who hasn’t spotted their Day One on the street and screamed, “Beep beep, is that my bestie in a Tessie”?) Over a beat that bounces like a pogo stick, Saweetie lobs bad-bitchisms at Doja Cat, whose masterful shapeshifting manifests as a bubbly, three-flow verse. As public displays of affection go, this is the kind that’s perfectly admissible.",54,The 100 Best Songs of 2021,Pitchfork
